Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Application method (product.metafields.shopify.application-method),Application type (product.metafields.shopify.application-type),Body area (product.metafields.shopify.body-area),Caffeine content (product.metafields.shopify.caffeine-content),Cleanser type (product.metafields.shopify.cleanser-type),Color (product.metafields.shopify.color-pattern),Conditioner effect (product.metafields.shopify.conditioner-effect),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Coverage level (product.metafields.shopify.coverage-level),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary supplements (product.metafields.shopify.dietary-supplements),Dietary use (product.metafields.shopify.dietary-use),Digestive supplement type (product.metafields.shopify.digestive-supplement-type),Dispenser type (product.metafields.shopify.dispenser-type),Exfoliation method (product.metafields.shopify.exfoliation-method),Face area (product.metafields.shopify.face-area),Flavor (product.metafields.shopify.flavor),Food supplement form (product.metafields.shopify.food-supplement-form),Fragrance (product.metafields.shopify.fragrance),Fragrance level (product.metafields.shopify.fragrance-level),Hair care finish (product.metafields.shopify.hair-care-finish),Hair care items included (product.metafields.shopify.hair-care-items-included),Hair treatment effect (product.metafields.shopify.hair-treatment-effect),Ingredient origin (product.metafields.shopify.ingredient-origin),Ingredients (product.metafields.shopify.ingredients),Lip makeup opacity (product.metafields.shopify.lip-makeup-opacity),Makeup shade (product.metafields.shopify.makeup-color-shade),Makeup features (product.metafields.shopify.makeup-features),Material (product.metafields.shopify.material),Moisturizer type (product.metafields.shopify.moisturizer-type),PA rating (product.metafields.shopify.pa-rating),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Rinse requirement (product.metafields.shopify.rinse-requirement),Route of administration (product.metafields.shopify.route-of-administration),Shape (product.metafields.shopify.shape),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),SPF level (product.metafields.shopify.spf-level),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Supplement health focus (product.metafields.shopify.supplement-health-focus),Target gender (product.metafields.shopify.target-gender),Texture (product.metafields.shopify.texture),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / BH Retail,Price / BH Retail,Compare At Price / BH Retail,Included / Zone 1 - GCC,Price / Zone 1 - GCC,Compare At Price / Zone 1 - GCC,Included / Zone 2,Price / Zone 2,Compare At Price / Zone 2,Included / Zone 3,Price / Zone 3,Compare At Price / Zone 3,Included / Zone 4,Price / Zone 4,Compare At Price / Zone 4,Included / Zone 5,Price / Zone 5,Compare At Price / Zone 5,Included / Zone 8,Price / Zone 8,Compare At Price / Zone 8,Included / zone 6,Price / zone 6,Compare At Price / zone 6,Included / zone 7,Price / zone 7,Compare At Price / zone 7,Status
luxe-organix-niacinamide-alpha-arbutin-velvet-body-lotion,Niacinamide and Alpha Arbutin Velvet Body Lotion 400ml,"<p class=""p1"">Luxe Organix Niacinamide and Alpha Arbutin Velvet Body Lotion is a lightweight and quick-absorbing lotion that hydrates and smoothens skin leaving it nourished and protected. Formulated with a brightening duo of Niacinamide and Alpha Arbutin, it helps keep skin radiant and glowing.<br><br><b>Key Ingredients </b><br>Niacinamide and Alpha Arbutin<br><br><b>How to Use</b> <br>Apply daily to the entire body after bathing or showering.</p>
<p class=""p1""><b>Size</b><br>400 ml / 13.53 fl.oz</p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,Lotion,"All Skin Types, Body Brightening, Body Care, Body Dehydration, Brightening, Lotion, Luxe Organix, Philippines, Uneven Texture",false,Title,Default Title,,,,,,,,,460.0,shopify,0,deny,manual,6.050,,true,true,,,,,'38009590,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/A054CBF4-5928-4E8B-8534-B474722E6BDF.webp?v=1713565634,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.900,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
luxe-organix-niacinamide-alpha-arbutin-velvet-body-wash,Niacinamide and Alpha Arbutin Velvet Body Wash 400ml,"<p>Luxe Organix Niacinamide and Alpha Arbutin Velvet Body Wash is a cream-based formula that lathers up to a rich foam leaving your skin fresh and clean without stripping its natural moisture. Formulated with Alpha Arbutin, it helps even out skin tone and hyperpigmentation leaving your skin glowing and vibrant. With additional benefits of Vitamin B3, it helps brighten the skin with every wash.</p>
<p><b>How to Use</b><br>Wet skin with water. Massage shower cream in a gentle circular motion or using a bath puff, pour shower cream until it forms a cream lather. Rinse off with water.</p>
<p><b>Key Ingredients</b><br>Niacinamide, Alpha Arbutin and Vitamin B3.</p>
<p><b>Size</b><br>400 ml / 13.53 fl. oz</p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Body Wash,Body Wash,"All Skin Types, Body Brightening, Body Care, Body Dehydration, Body Pigmentation, body wash, Luxe Organix, Philippines, Soap, Uneven Texture",true,Title,Default Title,,,,,,,,,490.0,shopify,0,deny,manual,6.600,,true,true,,,,,'80272374,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/1B603E49-41FB-45E5-B0B4-8D49ACC1566C.webp?v=1711892600,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.200,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
luxe-organix-niacinamide-alpha-arbutin-velvet-shower-salt-scrub,Niacinamide and Alpha Arbutin Velvet Shower Salt Scrub 320g,"<p class=""p1"">Luxe Organix Niacinamide and Alpha Arbutin Velvet Shower Salt Scrub contains natural salt that gently exfoliates, removes dead skin and dirt to reveal brighter and glowing skin. Formulated with extra nourishing ingredients like Shea Butter, Coconut Oil, and Sunflower Oil, skin instantly feels moisturized and refreshed after every use.<b></b></p>
<p class=""p1""><b>How to Use </b><br>Pour an ample amount onto the palm and gently massage in a circular motion on wet skin. Apply pressure on rough areas such as knees, elbows, and heels. Leave for 3-5 minutes and rinse thoroughly with water.<b></b></p>
<p class=""p1""><b>Key Ingredients</b><br>Shea Butter, Coconut Oil, and Sunflower Oil.<b></b></p>
<p class=""p1""><b>Size </b><br>320g </p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Skin Care,Scrub,"All Skin Types, Body Care, Brightening, Congested Pores, Darkness of Skin, Dehydration, Luxe Organix, Philippines, scrub, Uneven Skin",true,Title,Default Title,,,,,,,,,350.0,shopify,100,deny,manual,3.500,5.000,true,true,,,,,'4806524045826,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/00164C91-326F-4388-A8B3-2F567F4AEE83.webp?v=1711891606,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.852,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
luxe-organix-niacinamide-bakuchiol-retinol-velvet-shower-scrub,Niacinamide and Bakuchiol Retinol Velvet Shower Scrub 320g,"<p>Luxe Organix Niacinamide and Bakuchiol Retinol Velvet Shower Salt Scrub is a nourishing and gentle exfoliator made with premium and super fine powder salt that helps remove dead skin cells on the surface of the skin to help you achieve brighter and smoother-looking skin.<span class=""Apple-converted-space""> </span><br>Infused with Niacinamide, Bakuchiol and retinol for brightening and firming, with added benefits from Lingonberry Seed Oil, Peptides and Hyaluron to improve skin elasticity and texture.<span class=""Apple-converted-space""> </span><br><b></b></p>
<p><b>How to Use<span class=""Apple-converted-space""> </span></b><br>Pour an ample amount onto the palm and gently massage in a circular motion on damp skin. Apply pressure on rough areas such as knees, elbows, and heels. Leave for 3-5 Minutes and rinse thoroughly with water.<span class=""Apple-converted-space""> </span><br><b></b></p>
<p><b>Key Ingredients</b><br>Niacinamide, Bakuchiol, Retinol, Lingonberry Seed Oil, Peptides and Hyaluron.<br><b></b></p>
<p><b>Size</b><br>320g</p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,Scrub,"All Skin Types, Body Care, Brightening, Congested Pores, Darkness of Skin, Dehydration, Luxe Organix, Philippines, scrub, Skin Care, Uneven Skin, Uneven Texture",true,Title,Default Title,,,,,,,,,350.0,shopify,147,deny,manual,3.500,0.000,true,true,,,,,'43851254,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/6D55F895-48B0-42D1-9523-EBB04764C63A.jpg?v=1711890512,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.564,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
luxe-organix-niacinamide-arbutin-healthy-light-whitening-serum-lotion,Niacinamide and Arbutin Healthy Light Whitening Serum Lotion 350ml,"<p><span data-mce-fragment=""1"">Luxe Organix Niacinamide and Arbutin Healthy Light Whitening Serum Lotion features a lightweight, non-sticky, and moisturizing formula that helps brighten the skin to restore a naturally radiant complexion. Infused with Niacinamide and Alpha Arbutin to help lighten and improve the appearance of skin for a smooth and flawless glow. With added benefits from Vitamin C, Hyaluronic Acid, and Vitamin E to revitalize dull-looking skin while strengthening the skin barrier. Indulge your skin with this concentrated serum-lotion hybrid that helps provide long-lasting moisture by penetrating deeply into the skin, leaving you with brighter, softer and smoother skin.</span></p>
<p><strong>How to Use </strong><br><span>Apply daily to the entire body after bathing or showering</span></p>
<p><strong>Key Ingredients</strong><br><span>Niacinamide, Alpha Arbutin, Vitamin C, Hyaluronic Acid and Vitamin E.</span></p>
<p><strong>Size </strong><br><span>350 ml / 11.83 fl. oz</span></p>
<div class=""content ng-tns-c403-166"" data-mce-fragment=""1""><span></span></div>
<div class=""content ng-tns-c403-166"" data-mce-fragment=""1""><span></span></div>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,Lotion,"Aging and Wrinkles, All Skin Types, Body Care, Body Lotions, Brightening, Congested Pores, Darkness of Skin, Dehydration, Lotion, Luxe Organix, Philippines, Pigmentation, Uneven Skin, Uneven Texture",true,Title,Default Title,,,,,,,,,390.0,shopify,230,deny,manual,4.000,5.000,true,true,,,,,'4806524046670,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/880715BE-E666-4BB9-A0D3-53DCA60F7BDE.png?v=1721673476,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.228,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
luxe-organix-retinol-gluta-youthful-radiance-whitening-serum-lotion,Retinol and Gluta Youthful Radiance Whitening Serum Lotion 350ml,"<p>Luxe Organix Retinol and Gluta Youthful Radiance Whitening Serum Lotion features a lightweight, non-sticky, and moisturizing formula that helps brighten the skin to restore a naturally radiant complexion. Infused with Retinol and Glutathione to help firm and lighten the skin for a boost of youthful glow. With added benefits from nourishing Peptides, Hyaluronic Acid, and Ceramides to improve skin elasticity while effectively locking in moisture. Indulge your skin with this concentrated serum-lotion hybrid that helps provide long-lasting moisture by penetrating deeply into the skin, leaving you with brighter, softer and smoother skin.<br></p>
<p><strong>How to Use</strong><br>Apply daily to the entire body after bathing or showering at night.<br></p>
<p><strong>Key Ingredients</strong><br>Retinol, Glutathione, Peptides, Hyaluronic Acid, and Ceramides.<br></p>
<p><strong>Size</strong><br>350 ml / 11.83 fl. oz</p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,Lotion,"Aging and Wrinkles, All Skin Types, Body Care, Brightening, Darkness of Skin, Dehydration, Lotion, Luxe Organix, Philippines, Pigmentation, Uneven Skin",true,Title,Default Title,,,,,,,,,390.0,shopify,231,deny,manual,4.000,4.500,true,true,,,,,'4806524046694,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/F6CE2BA7-ACA5-453E-BA4D-17C85CF763C2.png?v=1721673501,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.228,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
luxe-organix-milk-gluta-gentle-bright-whitening-serum-lotion,Milk and Gluta Gentle Bright Whitening Serum Lotion 350ml,"<p>Luxe Organix Milk and Gluta Gentle Bright Whitening Serum Lotion features a lightweight, non-sticky, and moisturizing formula that gently brightens the skin to restore a naturally radiant complexion. Enriched with Milk Protein and Glutathione to intensely nourish while lightening the skin to reveal a more even skin tone. With added benefits from Hyaluronic Acid, Aloe Vera, Centella Asiatica, and Panthenol, this lotion is richly formulated with gentle actives to soothe and repair dry, irritated skin. Indulge your skin with this concentrated serum-lotion hybrid that helps provide long lasting moisture by penetrating deeply into the skin, leaving you with brighter, softer and smoother skin.</p>
<p><strong>How to Use</strong><br>Apply daily to the entire body after bathing or showering.</p>
<p><strong>Key Ingredients</strong><br>Milk Protein, Glutathione, Hyaluronic Acid, Aloe Vera, Centella Asiatica, and Panthenol.</p>
<p><strong>Size</strong><br>350 ml / 11.83 fl. oz  </p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotions & Moisturizers,Lotion,"All Skin Types, Body Care, Body Lotions, Darkness of Skin, Dehydration, Lotion, Luxe Organix, Philippines, Sensitive, Sensitivity, Uneven Skin",true,Title,Default Title,,,,,,,,,390.0,shopify,9,deny,manual,3.800,4.500,true,true,,,,,'4806524046687,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/581CA17E-D939-454F-A052-1E97F0D5B0EC.webp?v=1721673590,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.228,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
luxe-organix-papaya-kojic-acid-cloud-soap-80gx3-eco-bundle-pack,Papaya and Kojic Acid Cloud Soap (Bundle Pack),"<p>Luxe Organix Papaya and Kojic Acid Cloud Soap (80gx3 - Eco Bundle Pack) helps lighten and brighten skin with papaya extract and high-grade kojic acid which effectively helps treat hyperpigmentation and lessen dark spots. Additional benefits from tranexamic acid for a triple whitening effect, aloe vera extract and hyaluronic acid to keep skin moisturized and soft.<br></p>
<p><strong>How to Use</strong><br>Place soap inside the foaming net. Slightly moisten the soap with water and gently rub until it forms into a creamy lather. Apply on skin. Rinse thoroughly with water.<br></p>
<p><strong>Key Ingredients</strong><br>Papaya Extract, High-grade Kojic Acid, Hyaluronic Acid, Tranexamic Acid and Aloe Vera<br></p>
<p><strong>Full List of Ingredients</strong><br>Sodium Palmate, Sodium Palm Kernelate, Water, Disodium-Cocoamphodacetate, Cocamidopropyl Betaine, Glycerine, Propylene Glycol Laurate, Fragrance, Kojic Acid, Niacinamide, Carica Papaya (Papaya) Leaf Extract, Palm Acid, Butyrospermum Parkii (Shea) Butter, Aloe Vera Wter, Butylene Glycol, 1,2-Hexanediol, EDTA, Hyaluronic Acid, Tranexamic Acid, Alpha Arbutin, Glutathione, Sodium Chloride, Sodium Polyacrylate, Etidronic Acid, Tetrasodium EDTA, Palm Kernel Acid, Titanium Dioxide, CI 16255, CI 15985v<br></p>
<p><strong>Size </strong><br>80g x 3 (Eco Bundle Pack)<br></p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Soap,"Aging and Wrinkles, All Skin Types, Brightening, Congested Pores, Darkness of Skin, Dehydration, Luxe Organix, Philippines, Pigmentation, Skin Care, Soap, Uneven Skin",true,Title,Default Title,,,,,,,,,250.0,shopify,96,deny,manual,3.000,4.000,true,true,,,,,'4806524046724,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/3ABCF74D-F992-4824-B4D7-8D316E7D20DB.webp?v=1711889469,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.080,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
luxe-organix-niacinamide-retinol-cloud-soap-80gx3-eco-bundle-pack,Niacinamide and Retinol Cloud Soap (Bundle Pack),"<p>Luxe Organix Niacinamide and Retinol Cloud Soap (80gx3 - Eco Bundle Pack) contains Niacinamide that helps brighten and firm the skin. While Retinol helps to promote skin cell renewal and collagen production to reveal a more youthful and brighter skin. This product offers additional benefits from Glutathione to help lighten the skin and nourishing shea butter with Hyaluronic Acid for smoother, softer, and supple skin.</p>
<p><strong>How to Use</strong><br>Place soap inside the foaming net. Slightly moisten the soap with water and gently rub until it forms into a creamy lather. Apply on skin. Rinse thoroughly with water.</p>
<p><strong>Key Ingredients</strong><br>Niacinamide, Retinol, Glutathione, Shea Butter, Hyaluronic Acid.</p>
<p><strong>Full List of Ingredients</strong><br>Sodium Palmate, Sodium Palm Kernelate, Water, Disodium-Cocoamphodacetate, Cocamidopropyl Betaine, Glycerine, Propylene Glycol Laurate, Fragrance, Niacinamide, Aloe Vera Wter, Hyaluronic Acid, Palm Acid, Butyrospermum Pakii (Shea) Butter, Hyaluronic Acid, Alpha Arbutin, Glutathione, Retinol, Sodium Chloride, Sodium Polyacrylate, Etidronic Acid, Tetrasodium EDTA, Palm Kernel Acid, Titanium Dioxide, Butylene Glycol, 1,2- Hexanediol, CI 10316, CI 15985.</p>
<p><strong>Size</strong><br>80g x 3 (Eco Bundle Pack)</p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Soap,"Aging and Wrinkles, All Skin Types, Darkness of Skin, Dehydration, Luxe Organix, Soap, soaps, South Korea, Uneven Texture",true,Title,Default Title,,,,,,,,,250.0,shopify,175,deny,manual,3.000,5.000,true,true,,,,,'4806524046700,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/FDF2DC05-E067-4737-8E14-08C10CBE4A5D.webp?v=1711889419,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.080,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
luxe-organix-niacinamide-alpha-arbutin-3x80g-eco-bundle-pack,Niacinamide and Alpha Arbutin (Bundle Pack),"<p><span data-mce-fragment=""1"">Luxe Organix Niacinamide and Alpha Arbutin Cloud Soap (80gx3 - Eco Bundle Pack) helps lighten skin from hyperpigmentation caused by UV damage with additional benefits of Galactomyces ferment filtrate and vitamin C, which helps provide brighter and glowing skin. The soap also contains shea butter, known for its rich fatty acids to help provide moisture, which may help reduce wrinkles and keep skin healthy and supple.</span></p>
<p><strong>How to Use </strong><br><span data-mce-fragment=""1"">Place soap inside the foaming net. Slightly moisten the soap with water and gently rub until it forms into a creamy lather. Apply on skin. Rinse thoroughly with water.</span> <br><span data-mce-fragment=""1""></span></p>
<p><strong>Key Ingredients</strong><br><span data-mce-fragment=""1"">Niacinamide, Alpha Arbutin, Galactomyces, Vitamin C and Vitamin E. </span><br><span data-mce-fragment=""1""></span></p>
<p><strong>Full List Ingredients </strong><br><span data-mce-fragment=""1"">Sodium Palmate, Sodium Palm Kernelate, Water, Disodium-Cocoamphodacetate, Cocamidopropyl Betaine, Glycerine, Propylene Glycol Laurate, Palm Acid, Fragrance, Niacinamide, Butyrospermum Parkii (Shea) Butter, Ascorbic Acid, Alpha Arbutin, Tocopherol, Glycyrrhiza Uralensis (Licoric) Root Extract, Galactomyces Ferment Filtrate, Sodium Chloride, Sodium Polyacrylate, Palm Kernel Acid, Titanium Dioxide, Tetrasodium EDTA, Etidronic Acid, Butylene Glycol, 1,2-Hexanediol, Coccine CI 16255.</span><br><span data-mce-fragment=""1""></span></p>
<p><strong>Size</strong><br><span data-mce-fragment=""1"">80 g x 3 (Eco Bundle Pack)</span></p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,Soap,"Aging and Wrinkles, All Skin Types, Body Care, Brightening, Darkness of Skin, Dehydration, Luxe Organix, Philippines, Pigmentation, Soap, Uneven Skin, Uneven Texture",true,Title,Default Title,,,,,,,,,250.0,shopify,16,deny,manual,3.000,3.500,true,true,,,,,'4806524046717,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/C688AEFB-DD62-483B-9F2D-E7D372D053B5.png?v=1711889349,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.136,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
luxe-organix-rosewater-soothing-gel-sachet,Rosewater Soothing Gel Sachet 100ml,"<p>Luxe Organix Rosewater Soothing Gel keeps your skin hydrated and moisturized throughout the day. With its whitening pearls, it controls oil production and reduces appearance of enlarged pores for a brighter skin and even skin tone.</p>
<p><strong>How to Use </strong><br>Apply a proper amount and evenly massage on the skin until completely absorbed.</p>
<p><strong>Key Ingredients</strong><br>Niacinamide, Hyaluronic Acid and Galactomyces</p>
<p><strong>Full List of Ingredients</strong><br>Water, Rosa Centifolia Flower Water (20,090ppm), Niacinamide, Propanediol, Glycerin, Butylene Glycol, Galactomyces Ferment Filtrate, Pearl Extract, Sodium Hyaluronate, PEG-60 Hydrogenated Castor Oil, Allantoin, 1,2 Hexanediol, Hydroxyacetophenone, Pentylene Glycol, Caprylyl Glycol, Mannitol, Microcrystalline Cellulose, Sucrose, Zea Mays (Corn) Starch, CI73360, Hydroxypropyl Methylcellulose, Ethylhexylglycerin, Carbomer, Arginine, Disodium EDTA, Fragrance.</p>
<p><strong>Size</strong> <br>100 ml / 3.38 fl. oz</p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Skin Care,Gel,"All Skin Types, Congested Pores, Cream, Darkness of Skin, Dehydration, Enlarged Pores, Gel, Luxe Organix, South Korea",true,Title,Default Title,,,,,,,,,110.0,shopify,93,deny,manual,2.000,2.500,true,true,,,,,'4806524043716,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/8172CEA6-647E-41F1-BDED-6844B0C833CE.jpg?v=1711889604,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.700,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
luxe-organix-soothing-gel-sachet,Aloe Vera Soothing Gel Sachet 100ml,"<p class=""p1"">Luxe Organix Aloe Vera Soothing Gel has 99.85% Aloe Vera that instantly moisturizes skin, treats dry hair, soothes sunburns, and can also be used as an after shave gel and nail care essence. </p>
<p class=""p1""><b>Key Ingredients</b> <br>Aloe Vera, Arginine, Chamomile Extract and Centella Asiatica</p>
<p class=""p1""><b>Full List of Ingredients</b><br>Aloe Barbadensis Leaf Juice, Water, Glycerin, Carbomer, Triethanolamine, Phenoxytehanol, Chlorphenesin, PEG-60 Hydrogenated Castor Oil, Fragrance, Centella Asiatica Extract, Lavandula Angustifolia (Lavender) Flower / leaf / stren Extract, Rosmarinus Officinalis (Rosemary), Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Salvia Officinalis (Sage) Leaf Extract, Sodium Hyaluronate.</p>
<p class=""p1""><b>Size</b> <br>100 ml / 3.38 fl. oz</p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Skin Care,Gel,"All Skin Types, Congested Pores, Dehydration, Gel, Inflammation / Redness of Skin, Luxe Organix, Philippines, Sensitive, Sensitivity, Skin Care, Uneven Skin, Uneven Texture",true,Title,Default Title,,,,,,,,,180.0,shopify,93,deny,manual,2.500,,true,true,,,,,'4806524039887,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/0F6466E3-CE8C-4039-8D60-4F8C8341057C.webp?v=1711889553,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.624,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
luxe-organix-aloe-vera-calming-toner,Aloe Vera Calming Toner 150ml,"<p class=""p1"" data-mce-fragment=""1"">Luxe Organix Aloe Vera Calming Toner is alcohol-free and calming toner that gently tones and restores your skin. This toner helps to remove excess dirt, traces of oil and makeup, correct the pH balance of your skin.</p>
<p class=""p1"" data-mce-fragment=""1""><b data-mce-fragment=""1"">How to Use</b><br data-mce-fragment=""1"">Apply to face with a cotton ball or pad, wiping in and outward direction.</p>
<p class=""p1"" data-mce-fragment=""1""><b data-mce-fragment=""1"">Key Ingredient</b><br data-mce-fragment=""1"">Aloe Vera</p>
<p class=""p1"" data-mce-fragment=""1""><b data-mce-fragment=""1"">Full List of Ingredients</b><br data-mce-fragment=""1"">Aloe Barbadensis Leaf Juice, Water, 1,3-BG, Glycerin, Carbomer, hexanediol, POE (60) Hydrogenated Castor Oil, Hyaluronic Acid, Aloe Fragrance, DPG-K2, Ethylhexylglycerin, Arginine.</p>
<b data-mce-fragment=""1"">Size </b><span class=""Apple-converted-space"" data-mce-fragment=""1""> </span><br>150 ml / 5.1 fl. oz
<p> </p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Skin Care > Toners & Astringents > Toners,Toner,"All Skin Types, Congested Pores, Darkness of Skin, Dehydration, Luxe Organix, Oily, Philippines, Sensitive, Sensitivity, Skin Care, Toner, Uneven Skin",true,Title,Default Title,,,,,,,,,190.0,shopify,0,deny,manual,4.400,5.000,true,true,,,,,'4806524039825,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/AC33C873-809A-453C-A4B5-70F597602D1C.jpg?v=1713794996,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
